"Address","PickupDay","SweepWeek","GarbageHauler","RecycleHauler","YardTrimHauler","NCUDate","StreetNumber","ZIP","WaterCompany"
"2916 CAPEWOOD CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2916","95132","San Jose Water Company, 408-279-7900"
"2920 CAPEWOOD CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2920","95132","San Jose Water Company, 408-279-7900"
"2924 CAPEWOOD CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2924","95132","San Jose Water Company, 408-279-7900"
"2049 JUNEWOOD AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2049","95132","San Jose Water Company, 408-279-7900"
"2045 JUNEWOOD AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2045","95132","San Jose Water Company, 408-279-7900"
"2041 JUNEWOOD AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2041","95132","San Jose Water Company, 408-279-7900"
"2949 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2949","95132","San Jose Water Company, 408-279-7900"
"2945 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2945","95132","San Jose Water Company, 408-279-7900"
"2937 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2937","95132","San Jose Water Company, 408-279-7900"
"2933 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2933","95132","San Jose Water Company, 408-279-7900"
"2929 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2929","95132","San Jose Water Company, 408-279-7900"
"2921 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2921","95132","San Jose Water Company, 408-279-7900"
"2907 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2907","95132","San Jose Water Company, 408-279-7900"
"2899 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2899","95132","San Jose Water Company, 408-279-7900"
"2895 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2895","95132","San Jose Water Company, 408-279-7900"
"2891 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2891","95132","San Jose Water Company, 408-279-7900"
"2887 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2887","95132","San Jose Water Company, 408-279-7900"
"2883 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2883","95132","San Jose Water Company, 408-279-7900"
"2879 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2879","95132","San Jose Water Company, 408-279-7900"
"2875 VIA ENCINITAS, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2875","95132","San Jose Water Company, 408-279-7900"
"1404 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1404","95002","San Jose Municipal Water System, 408-535-3500"
"5112 N 1ST ST, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5112","95002","San Jose Municipal Water System, 408-535-3500"
"5108 N 1ST ST, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5108","95002","San Jose Municipal Water System, 408-535-3500"
"5104 N 1ST ST, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5104","95002","San Jose Municipal Water System, 408-535-3500"
"5100 N 1ST ST, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5100","95002","San Jose Municipal Water System, 408-535-3500"
"5103 TRINITY PARK DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5103","95002","San Jose Municipal Water System, 408-535-3500"
"5107 TRINITY PARK DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5107","95002","San Jose Municipal Water System, 408-535-3500"
"5111 TRINITY PARK DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5111","95002","San Jose Municipal Water System, 408-535-3500"
"5115 TRINITY PARK DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5115","95002","San Jose Municipal Water System, 408-535-3500"
"5119 TRINITY PARK DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5119","95002","San Jose Municipal Water System, 408-535-3500"
"5101 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5101","95002","San Jose Municipal Water System, 408-535-3500"
"5105 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5105","95002","San Jose Municipal Water System, 408-535-3500"
"5109 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5109","95002","San Jose Municipal Water System, 408-535-3500"
"5113 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5113","95002","San Jose Municipal Water System, 408-535-3500"
"5117 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5117","95002","San Jose Municipal Water System, 408-535-3500"
"5121 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5121","95002","San Jose Municipal Water System, 408-535-3500"
"5125 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5125","95002","San Jose Municipal Water System, 408-535-3500"
"5129 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5129","95002","San Jose Municipal Water System, 408-535-3500"
"5133 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5133","95002","San Jose Municipal Water System, 408-535-3500"
"5137 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5137","95002","San Jose Municipal Water System, 408-535-3500"
"5141 ARCHANGEL DR, ALVISO, CA 95002","MON","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","5141","95002","San Jose Municipal Water System, 408-535-3500"
"2955 CAPEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2955","95132","San Jose Water Company, 408-279-7900"
"2947 CAPEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2947","95132","San Jose Water Company, 408-279-7900"
"2939 CAPEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2939","95132","San Jose Water Company, 408-279-7900"
"2931 CAPEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2931","95132","San Jose Water Company, 408-279-7900"
"2923 CAPEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2923","95132","San Jose Water Company, 408-279-7900"
"2915 CAPEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2915","95132","San Jose Water Company, 408-279-7900"
"2907 CAPEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2907","95132","San Jose Water Company, 408-279-7900"
"2901 CAPEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2901","95132","San Jose Water Company, 408-279-7900"
"2891 CAPEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2891","95132","San Jose Water Company, 408-279-7900"
"2881 CAPEWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2881","95132","San Jose Water Company, 408-279-7900"
"2161 AMBERWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2161","95132","San Jose Water Company, 408-279-7900"
"2153 AMBERWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2153","95132","San Jose Water Company, 408-279-7900"
"2145 AMBERWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2145","95132","San Jose Water Company, 408-279-7900"
"2137 AMBERWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2137","95132","San Jose Water Company, 408-279-7900"
"2129 AMBERWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2129","95132","San Jose Water Company, 408-279-7900"
"2121 AMBERWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2121","95132","San Jose Water Company, 408-279-7900"
"2113 AMBERWOOD LN, SAN JOSE, CA 95132","FRI","NONHAUL-PRIVATE","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2113","95132","San Jose Water Company, 408-279-7900"
"2105 AMBERWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2105","95132","San Jose Water Company, 408-279-7900"
"2097 AMBERWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2097","95132","San Jose Water Company, 408-279-7900"
"2089 AMBERWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2089","95132","San Jose Water Company, 408-279-7900"
"2083 AMBERWOOD LN, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2083","95132","San Jose Water Company, 408-279-7900"
"2069 AMBERWOOD CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2069","95132","San Jose Water Company, 408-279-7900"
"2063 AMBERWOOD CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2063","95132","San Jose Water Company, 408-279-7900"
"2057 AMBERWOOD CT, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","2057","95132","San Jose Water Company, 408-279-7900"
"2032 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2032","95132","San Jose Water Company, 408-279-7900"
"2040 MINTO DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","2040","95132","San Jose Water Company, 408-279-7900"
"3520 BEHLER DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3520","95132","San Jose Water Company, 408-279-7900"
"3528 BEHLER DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3528","95132","San Jose Water Company, 408-279-7900"
"3536 BEHLER DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3536","95132","San Jose Water Company, 408-279-7900"
"3554 BEHLER DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3554","95132","San Jose Water Company, 408-279-7900"
"3562 BEHLER DR, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","March 21, 2015","3562","95132","San Jose Water Company, 408-279-7900"
"1961 MORRILL AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","1961","95132","San Jose Water Company, 408-279-7900"
"1949 MORRILL AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","1949","95132","San Jose Water Company, 408-279-7900"
"1941 MORRILL AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","1941","95132","San Jose Water Company, 408-279-7900"
"1933 MORRILL AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","1933","95132","San Jose Water Company, 408-279-7900"
"1925 MORRILL AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","1925","95132","San Jose Water Company, 408-279-7900"
"1917 MORRILL AV, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","1917","95132","San Jose Water Company, 408-279-7900"
"3195 CROPLEY AV, SAN JOSE, CA 95132","FRI","NONHAUL-CITY","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3195","95132","San Jose Water Company, 408-279-7900"
"3183 CROPLEY AV, SAN JOSE, CA 95132","FRI","NONHAUL-CITY","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3183","95132","San Jose Water Company, 408-279-7900"
"3171 CROPLEY AV, SAN JOSE, CA 95132","FRI","NONHAUL-CITY","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3171","95132","San Jose Water Company, 408-279-7900"
"3159 CROPLEY AV, SAN JOSE, CA 95132","FRI","NONHAUL-CITY","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3159","95132","San Jose Water Company, 408-279-7900"
"3147 CROPLEY AV, SAN JOSE, CA 95132","FRI","NONHAUL-CITY","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3147","95132","San Jose Water Company, 408-279-7900"
"3135 CROPLEY AV, SAN JOSE, CA 95132","FRI","NONHAUL-CITY","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3135","95132","San Jose Water Company, 408-279-7900"
"3123 CROPLEY AV, SAN JOSE, CA 95132","FRI","NONHAUL-CITY","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3123","95132","San Jose Water Company, 408-279-7900"
"3012 VIA DEL CORONADO, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3012","95132","San Jose Water Company, 408-279-7900"
"3020 VIA DEL CORONADO, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3020","95132","San Jose Water Company, 408-279-7900"
"3024 VIA DEL CORONADO, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3024","95132","San Jose Water Company, 408-279-7900"
"3028 VIA DEL CORONADO, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3028","95132","San Jose Water Company, 408-279-7900"
"3032 VIA DEL CORONADO, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3032","95132","San Jose Water Company, 408-279-7900"
"3036 VIA DEL CORONADO, SAN JOSE, CA 95132","FRI","MON of the 3RD WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","June 4, 2016","3036","95132","San Jose Water Company, 408-279-7900"
"DUPLICATE 1538 GRAND BL B, ALVISO, CA 95002","N/A","N/A","","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","","DUPLICATE","95002","San Jose Water Company, 408-279-7900"
"1528 GRAND BL UNIT A, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1528","95002","San Jose Water Company, 408-279-7900"
"1528 GRAND BL UNIT B, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1528","95002","San Jose Water Company, 408-279-7900"
"1415 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1415","95002","San Jose Municipal Water System, 408-535-3500"
"1525 MICHIGAN AV, ALVISO, CA 95002","MON","N/A","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1525","95002","San Jose Municipal Water System, 408-535-3500"
"1531 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1531","95002","San Jose Municipal Water System, 408-535-3500"
"1576 GRAND BL, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1576","95002","San Jose Water Company, 408-279-7900"
"1562 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1562","95002","San Jose Municipal Water System, 408-535-3500"
"1511 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1511","95002","San Jose Municipal Water System, 408-535-3500"
"1527 WABASH ST, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1527","95002","San Jose Municipal Water System, 408-535-3500"
"1517 WABASH ST UNIT A, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1517","95002","San Jose Water Company, 408-279-7900"
"1517 WABASH ST UNIT B, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1517","95002","San Jose Water Company, 408-279-7900"
"1486 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1486","95002","San Jose Municipal Water System, 408-535-3500"
"1505 MICHIGAN AV, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1505","95002","San Jose Municipal Water System, 408-535-3500"
"DUPLICATE 1511 MICHIGAN AV, SAN JOSE, CA 95002","MON","N/A","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","","DUPLICATE","95002","San Jose Water Company, 408-279-7900"
"1511 MICHIGAN AV UNIT B, ALVISO, CA 95002","MON","TUE of the 1ST WEEK","Garden City Sanitation, 408-988-4500","California Waste Solutions, 408-213-7800","Green Waste Recovery, 408-283-4800","May 21, 2016","1511","95002","San Jose Municipal Water System, 408-535-3500"
